id_restaurant,name,operator,brand,opening_hours,wheelchair,vegetarian,vegan,delivery,takeaway,internet_access,stars,capacity,drive_through,wikidata,brand_wikidata,siret,phone,website,facebook,smoking,com_insee,com_nom,region,code_region,departement,code_departement,commune,code_commune,latitude,longitude
21,"Au Coin Gourmand",,,"Mo-We 08:00-21:00; Th-Fr 08:00-22:00,Sa 09:00-22:00",,,,,,,,,,,,83428029900019,"+33 9 82 46 40 49",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899108599962,1.9031726
22,"Le Saint Vincent",,,"Mo-Fr 07:00-19:30; Sa 06:30-13:30",,,,,,,,,,,,88462906400020,+33238627778,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90437679996,1.9129917
23,"Les Quatres Mains",,,,,,,,,,,,,,,49297224500012,"+33 2 38 88 64 20",https://www.lesquatremains.com/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900074899961,1.8818186
24,"Tex Mex",,,"Mo-Th 12:00-15:00,18:00-23:00, Fr 12:00-15:00,18:00-24:00, Sa 12:00-15:30,18:00-23:00",,,,,,,,,,,,87916359000018,"+33 2 38 53 19 80",https://www.texmex-orleans.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90423649996,1.902754
25,Andalucia,,,,,,,,,,,,,,,48506821700036,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.838676199976,1.9302453
26,"Le 147' café",,,,,,,,,,,,,,,91378419500012,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.911062499959,1.9153427
27,"Salon de thé - B Glacier",,,,,,,,,,,,,,,33044262500019,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901047699961,1.9043539
28,"Croc Express",,,"Mo-Su 11:30-01:00",0,,,,,,,,,,,52197899900022,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899954799961,1.9076024
29,L'Inexplosible,,,"Th-Sa 18:00-02:00",1,,,,,,,,,,,85017441800010,"+33 6 07 68 57 73",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.897483799962,1.9088148
30,"Victoria Pub",,,"Mo-Su 17:00-02:00",1,,,,,,,,,,,80482465400011,"+33 6 67 95 00 65",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900717099961,1.9076406
31,"Planet Pizza",,,"Mo,Tu 11:30-14:00, Mo-Th 18:00-23:00, We,Th 11:30-14:00,18:00-24:00, Fr,Sa 18:00-24:00, Su 11:30-14:00,18:00-23:00",0,,,,,,,,,,,80313099600017,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900272699961,1.9102949
32,"Pino Gelato",,,,,,,,,,,,,,,88441579500019,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.898592999962,1.9094516
33,"Oh Terroir version Fast Good",,,"Mo-Su 11:30-14:30,18:30-22:00",,,,,,,,,,,,,"+33 2 38 75 80 11",https://ohterroir-orleans.fr,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.898426899962,1.9082305
34,"Le Boloye",,,"Mo-Su 12:00-01:00",,,,,,,,,,,,38404634800023,"+33 2 38 21 72 90",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.898285099962,1.9079104
35,"Hôtel de Paris",,,,,,,,,,,,,,,50527259100023,"+33 2 38 83 95 86",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.908838299959,1.90078
36,Mosaïque,,,"Mo 12:00-13:30,19:30-21:30; Tu-Sa 12:00-14:00,19:30-22:00; Su 12:00-14:00",0,,,,,,,,,,,50218492200024,"+33 238721110",https://www.restaurantmosaique.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.908863899959,1.8837639
37,"Café du Théatre",,,"Tu-Fr 12:00-14:00,19:00-22:00; Sa 19:00-22:00",,,,,,,,,,,,,"+33 7 88 50 58 10",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.903675899961,1.9151535
38,"La Java Pop",,,"Tu-Su 17:00-01:00",,,,,,,,,,,,52297808900012,+33675453542,http://www.javapop.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899078899962,1.9094706
39,"Indien Agra",,,,,,,,,,,,,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.898521899962,1.9094562
40,"Best of",,,"Mo-Su 11:30-01:00",0,,,,,,,,,,,50316581300018,"+339 61 64 36 25",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899959599961,1.9066531
41,"Le Petit Bouchon de la Lionne",,,,,,,,,,,,,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90417719996,1.9011083
42,Soofresh,,,"Tu-Fr 12:00-14:30; Mo 12:00-14:00",,,,,,,,,,,,95284438900025,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900954799961,1.9031603
43,"Le Orlean's",,,"Tu-Sa 16:00-02:00",0,,,,,,,,,,,85302609400013,"+33 238831650",https://le-orleans-bar.eatbu.com/?lang=fr,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899940699961,1.9074039
44,"Kantinn Grill",,,"Mo-Su 11:00-23:00",,,,,,,,,,,,75083314700028,"+332 38 84 44 04",,https://www.facebook.com/orleanskantinn,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.908439399959,1.9038095
45,Kimme,,,"Mo-Th 19:00-21:30; Fr 12:00-13:45,19:00-22:00; Sa 11:45-14:00,19:00-22:00",,,,,,,,,,,,83222504900010,"+33 7 87 97 95 24",https://www.restaurant-coreen-orleans.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900346099961,1.9124937
46,"Le Bistrot",,,"Mo-Sa 09:00-23:00; Su 10:00-18:00",,,,,,,,80,,,,42423479700050,"+33 2 38 53 28 61",https://lebistrot-orleans.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.902350299961,1.9030952
47,"La Provence",,,,,,,,,,,,,,,52843593600026,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.902005199961,1.9032352
48,"La maison par l'étoile d'Or",,,"Tu-Th 12:00-14:00; Fr-Sa 12:00-14:00,19:30-22:00",,,,,,,,,,,,48323598200012,"+33 2 38 53 49 20",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.898858699962,1.9022166
49,Phood,,,"Mo-Sa 12:00-14:30,19:00-22:00; Su 19:00-22:00",,,,,,,,,,,,,+33238689515,https://www.phood.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899088699962,1.9069443
50,"Notre Cher & Tendre",,,,1,,,,,,,65,,,,84960934200019,"+332 38 54 36 36",https://www.restaurant-notre-cher-et-tendre.com/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901198399961,1.9015487
51,"L'assiette gourmande",,,"Mo-Sa 12:00-14:30,19:30-22:30",0,,,,,,,,,,,84312276300017,"+33 2 38 77 46 41",https://lassiette-gourmande.eatbu.com,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90788669996,1.9037583
52,L'Atelier,,,"Tu-Sa 17:00-01:00",,,,,,,,,,,,81069456200010,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900110699961,1.9094063
53,"Los Gabachos",,,"Mo-Su 11:00-21:30",1,,,,,,,,,,,83167615000020,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901453499961,1.9064582
54,"Bio Tea Flor",,,"Tu-Sa 12:00-19:00",,,,,,,,,,,,88266322200017,"+33 238700811",https://www.bio-tea-flor.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900389299961,1.9055806
55,"L'Ant Hic",,,"Mo-Su 17:00-01:00",0,,,,,,,,,,,48493030000013,+33623530647,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899937899961,1.9073431
56,L'Artistic,,,"Mo-Fr 09:30-23:00; Sa-Su 10:30-23:00",,,,,,,,,,,,98102999400010,+33236569040,https://lartistic.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90612779996,1.9054781
57,"Pizzeria Martino",,,"Mo 12:00-15:00; Tu-Sa 12:00-15:00,19:00-22:30",,,,,1,,,,,,,53746257400014,+33238532477,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90651999996,1.9070524
58,"Bel Air",,,,0,,,,,,,,,,,,"+33 2 38 77 08 06",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899520699962,1.9069553
59,Rajisthan,,,"Tu-Th 11:30-14:15,18:30-22:30; Fr-Su 11:30-14:30,18:30-23:30",,,,,,,,,,,,79490499500014,"+33 2 38 54 95 45",http://lerajisthan.com/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900260699961,1.9116547
60,"Burger du Boucher",,,"Tu-Sa 11:45-14:00,18:45-22:30",,,,,1,,,,,,,82383893300013,+33238637146,https://lesburgersduboucher.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.894526999963,1.9067293
61,"Mister Tacos",,,,,,,,,,,,,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.903061799961,1.8984015
62,"Chez Ming",,,,,,,,,,,,,,,38759417900013,"+33 2 38 54 37 84",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900366499961,1.9116127
63,L'Antidote,,,"Mo-Su 18:00-01:00",0,,,,,,,,,,,,"+33 2 36 11 19 72",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899574899962,1.9078138
64,"Le Club 15",,,"Mo,We-Sa 20:00-01:00, Tu 19:30-01:00",1,,,,,,,,,,,78983585700010,"+33 677674891",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90441819996,1.906254
65,Saint-Blaise,,,"Mo-Sa 12:00-14:30",,,,,,,,,,,,,+33238536945,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901160999961,1.8924308
66,CroustiPizz',,,,,,,,,,,,0,,,81891378200012,+33234505671,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90591399996,1.9142051
67,"Au Don Camillo",,,"Su-Th 12:00-15:00,19:00-23:00; Fr-Sa 12:00-15:00,19:00-01:00",1,,,,,,,130,,,,44191833100014,"+33 2 38 53 38 97",https://www.audoncamillo45.com,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.902013299961,1.9052499
68,"Châlet du steak",,,"12:00-14:30,19:00-23:00",,,,,,,,,,,,,+33238662562,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.872519599968,1.9121184
69,"Les Parasols du Parc",,,,,,,,,,,,0,,,,+33238493000,https://www.parcfloraldelasource.com/se-restaurer/parasols-parc-petite-restauration/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.848208499974,1.9416787
70,Gric,,,"We-Sa 12:00-14:00,19:30-21:30; Su 12:00-14:00",,,,,,,,,,,,95123432700017,"+33 238531645",https://www.restaurantgric.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.898572599962,1.9073757
71,"Afyon Kebab",,,,,,,,,,,,,,,51031403200010,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901834299961,1.8995949
72,O’Gourmet,,,,,,,,,,,,,,,75370286900029,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90581939996,1.8913297
73,"Bungalow Republik",,,"Mo-Sa 09:00-20:00; Su 10:00-20:00",,,,,,,,,,,,90812122100018,"+33 2 38 71 00 59",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901354599961,1.9057806
74,Mojito's,,,"Tu-Sa 16:30-01:00",,,,,,,,,,,,82984254100015,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900037499961,1.9083272
75,"Empreinte Hotel - Bar Lounge",,,"Mo-Su 15:30-00:00",,,,,,,,,,,,,,https://empreinte-hotel.com/fr/espace-lounge.html,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.898115599962,1.9058342
76,"Les Pissenlits par la racine",,,"Tu-Sa 12:00-14:00,19:00-23:00",0,,,,,,,,,,,45323793500029,+33238531860,https://lespissenlits-orleans.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900045399961,1.9084184
77,"Tacos et pizza express",,,,0,,,,,,,,,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90731709996,1.8880602
78,"Chicken Hut",,,,,,,,,,,,,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.909505999959,1.9076668
79,"Le Bateau Lavoir",,,"Tu-Sa 12:00-13:30,19:00-21:30; Su 12:00-13:30",1,,,,,,,50,,,,88262192300011,+33238889323,http://www.bateaulavoir-orleans.fr,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.897500099962,1.9094787
80,"L'atelier du Burger",,,,,,,,,,,,,,,84462257100017,"+33 238841291",https://latelierduburgerorleans.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899771499961,1.8809981
81,"Le Charbon",,,"We,Su,Mo 17:00-01:00, Tu,Th-Sa 17:00-02:00",,,,,,,,,,,,93018270400013,"+33 9 72 98 00 32",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899556299962,1.9072573
82,O'Bellagio,,,,1,,,,1,,,,,,,81969162700015,,https://obellagio.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.903636599961,1.8955114
83,"Les Becs à Vin",,,"Mo-Sa 12:00-14:00,18:00-01:00",,,,,,,,,,,,49985417200032,"+33 965166409",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.898926499962,1.9064219
84,"Food factory orléans",,,"Mo-Sa 11:30-15:00, 18:30-23:00; Su 11:30-14:45, 18:30-23:00",,,,,,,,,,,,,,https://food-factory-restaurant-orleans.eatbu.com/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.877685599967,1.9101883
85,"Au Disque Bleu",,,,,,,,,,,,,,,91037368700011,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901356199961,1.9215866
86,Nachos,,,"Mo-Fr 12:00-14:00,18:30-21:30; Sa,Su 12:00-21:30",,,,,,,,,,,,85183046300010,,https://nachos.fr,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.898267899962,1.9070394
87,Gavezzoti,,,"Tu 19:00-22:00; We-Sa 12:00-14:30,19:00-22:00",0,,,,,,,,,,,85354360100019,"+33 2 38 54 08 32",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900091799961,1.9092406
88,Starbucks,,Starbucks,,,,,,1,,,,,,Q37158,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.898584899962,1.90866
89,"Le Lièvre Gourmand",,,"We 18:00-20:00; Th-Su 09:30-12:00,18:30-20:00",1,,,,,,1,31,,,,80187418100010,"+33 238536614",http://www.lelievregourmand.com,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.898077899962,1.9103597
90,Havanne,,,"Tu-Fr 07:00-19:30; Su 08:00-13:30; Sa 07:30-19:30",,,,,,,,,,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.894647599963,1.9031566
91,"Burger Station",,,,,,,,,,,,,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.910450599959,1.9118843
92,"Escale Oceania",,,,,,,,,,,,,,,33487178700019,"+33 238544765",https://www.oceaniahotels.com/escale-oceania-orleans/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.898228799962,1.8925944
93,O'Tacos,,O'Tacos,"Mo-Su 11:00-24:00",,,,,1,,,,,,Q28494040,89309113200025,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901797999961,1.9054321
94,"Only tacos",,,"Mo-Su 11:00-02:00",,,,,,,,,,,,88844815600016,"+33 987750757",https://only-tacos-orleans.eatbu.com/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900411199961,1.9121885
95,"La Maison Blanche",,,"Th-Sa 18:00-03:00",,,,,,,,,,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899520299962,1.9068552
96,Crust,,,"Mo-Su 00:00-23:00",,,,,,,,,,,,85305769300014,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.916126199958,1.9279774
97,Kali,,,"Mo-Sa 12:00-14:00,19:00-22:00",1,,1,,1,,,,1,,,92909692300016,+33234502943,https://kali-restaurant-orleans.eatbu.com,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899953499961,1.9034543
98,"Le Jardin du Pavillon",,,,0,,,,,,,,,,,,,https://www.lejardindupavillon.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900893599961,1.9026292
99,"Le Brazza",,,"Mo-Fr 07:30-19:00; Sa 08:00-19:00; Su 08:00-13:00",0,,,,,,,,,,,89917380100015,"+33 2 38 73 68 32",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90626359996,1.9018631
100,Mix,,,,,,,,,,,,,,,88359670200018,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901637899961,1.8996845
101,"Chez Bambino",,,"Tu-Th 12:00-14:00,18:00-23:00, Fr,Sa 12:00-14:00,18:00-24:00, Su 17:00-23:00",,,,,,,,,,,,88053021700012,"+33 238540353",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.909663799959,1.9008895
102,L'Entracte,,,,,,,,,,,45,,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.898326899962,1.8960237
103,"O five",,,"Mo-Sa 10:00-01:00, Su 12:00-01:00",,,,,,,,,,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901446199961,1.9011242
104,"Le Brin de Zinc",,,"Mo-Su 10:00-15:00,18:00-00:00",1,,,,,,,180,,,,,"+33 238533877",https://lebrindezinc.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.902108699961,1.9051406
105,"Bar le Dunois",,,,,,,,,,,,,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90777089996,1.8932727
106,Ma-Dam,,,"Mo,Tu,Th 11:00-15:00,17:00-20:00; Fr,Sa 11:30-15:00,17:00-21:00",,,,,,,,,,,,87992136900028,"+33 238735311",https://www.ma-dam.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901236299961,1.9034268
107,"Le Diplomate",,,,1,,,,,,,,,,,98133525000016,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90609289996,1.8906777
108,"Rabiro chiken",,,"Mo-Th 11:00-14:00,23:00-03:00, Fr,Su 23:00-03:00",0,,,,,,,,,,,88814396300013,"+33 238542517",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900440999961,1.9137968
109,Esco,,,,0,,,,,,,,,,,92061452600019,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900109399961,1.9095196
110,"Allo Pizza",,,,1,,,1,,,,,,,,,"+33 665400912",https://allo-pizza-orleans.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.921957899956,1.8916435
111,"Le Score",,,,,,,,,,,,,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.903220899961,1.8958224
112,"Le Tonnelier",,,"Tu 12:00-13:45,19:30-21:45; We 12:00-14:00; Th 12:00-13:45,19:30-21:00; Fr 12:00-13:45,19:30-21:45; Sa 12:00-13:45,19:30-21:00",0,,,,,,,36,,,,49992210200011,"+33 238628914",https://www.restaurant-le-tonnelier.com/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90436149996,1.9098505
113,L'Escalier,,,"Tu-Sa 11:00-15:00, 18:30-01:00",,,,,,,,,,,,84222957700023,+33967579076,https://www.restaurant-lescalier-orleans.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900010899961,1.9073249
114,"El Tacos",,,,,,,,,,,,,,,82986318200012,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.910954799959,1.9084886
115,"Garden Ice Café",,,"Mo-Su 12:00-01:00",1,,,,,wlan,,,,,,50085600000038,,https://gardenicecafe.com/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.898079799962,1.908555
116,"Le Pari's",,,,1,,,,,,,,,,,,"+33 238532934",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.910547299959,1.9040149
